RegionID,B,G,R,hex_color
311,240,240,240,#f0f0f0
312,240,240,208,#d0f0f0
313,80,80,80,#505050
314,240,240,208,#d0f0f0
315,112,112,112,#707070
316,80,80,112,#705050
317,240,240,240,#f0f0f0
318,80,80,112,#705050
319,240,240,208,#d0f0f0
320,240,240,240,#f0f0f0
321,240,240,208,#d0f0f0
322,112,144,144,#909070
323,240,240,240,#f0f0f0
324,80,80,80,#505050
325,240,240,240,#f0f0f0
326,240,240,208,#d0f0f0
327,240,240,240,#f0f0f0
328,240,240,240,#f0f0f0
329,240,240,208,#d0f0f0
330,80,112,112,#707050
331,80,80,112,#705050
332,240,240,240,#f0f0f0
333,80,80,112,#705050
334,240,240,240,#f0f0f0
335,240,240,208,#d0f0f0
336,80,80,80,#505050
337,112,144,144,#909070
338,80,48,48,#303050
339,80,80,112,#705050
340,240,240,240,#f0f0f0
341,112,144,144,#909070
342,112,144,144,#909070
343,112,112,144,#907070
344,112,112,144,#907070
345,112,112,144,#907070
346,240,240,208,#d0f0f0
347,80,80,80,#505050
348,80,80,80,#505050
349,112,112,112,#707070
350,112,112,112,#707070
351,80,80,80,#505050
352,80,80,80,#505050
353,80,80,112,#705050
354,80,80,80,#505050
355,208,208,208,#d0d0d0
356,48,80,80,#505030
357,240,240,240,#f0f0f0
358,48,48,48,#303030
359,240,240,208,#d0f0f0
360,240,240,240,#f0f0f0
361,80,80,80,#505050
362,112,112,112,#707070
363,240,240,240,#f0f0f0
364,240,240,240,#f0f0f0
365,240,240,208,#d0f0f0
366,240,240,208,#d0f0f0
367,240,240,240,#f0f0f0
368,240,240,240,#f0f0f0
369,240,240,208,#d0f0f0
370,240,240,208,#d0f0f0
371,48,48,80,#503030
372,80,80,112,#705050
373,240,240,240,#f0f0f0
374,240,240,240,#f0f0f0
375,240,240,240,#f0f0f0
376,240,240,208,#d0f0f0
377,208,208,176,#b0d0d0
378,48,48,80,#503030
379,80,80,112,#705050
380,80,80,80,#505050
381,240,240,240,#f0f0f0
382,48,48,48,#303030
383,80,112,112,#707050
384,80,80,80,#505050
385,48,80,80,#505030
386,240,240,240,#f0f0f0
387,80,112,112,#707050
388,240,240,240,#f0f0f0
389,240,240,240,#f0f0f0
390,48,48,48,#303030
391,48,48,48,#303030
392,112,112,112,#707070
393,240,240,240,#f0f0f0
394,80,80,80,#505050
395,48,48,48,#303030
396,240,240,240,#f0f0f0
397,80,80,112,#705050
398,48,48,48,#303030
399,240,240,240,#f0f0f0
400,112,144,144,#909070
401,48,48,80,#503030
402,80,112,144,#907050
403,48,80,80,#505030
404,48,48,48,#303030
405,80,112,112,#707050
406,80,80,80,#505050
407,48,48,80,#503030
408,112,144,144,#909070
409,80,112,112,#707050
410,208,208,208,#d0d0d0
411,80,80,80,#505050
412,240,240,208,#d0f0f0
413,240,240,240,#f0f0f0
414,240,240,208,#d0f0f0
415,240,240,240,#f0f0f0
416,240,240,208,#d0f0f0
417,80,80,112,#705050
418,240,240,240,#f0f0f0
419,240,240,240,#f0f0f0
420,80,112,112,#707050
421,240,240,240,#f0f0f0
422,240,240,240,#f0f0f0
423,240,240,208,#d0f0f0
424,240,240,240,#f0f0f0
425,240,240,208,#d0f0f0
426,240,240,208,#d0f0f0
427,80,112,112,#707050
428,144,144,144,#909090
429,80,80,80,#505050
430,112,144,144,#909070
431,240,240,240,#f0f0f0
432,80,80,112,#705050
433,80,80,112,#705050
434,240,240,240,#f0f0f0
435,80,80,80,#505050
436,48,80,80,#505030
437,112,112,144,#907070
438,80,112,112,#707050
439,112,112,144,#907070
440,80,80,112,#705050
441,80,112,112,#707050
442,112,144,144,#909070
443,112,144,144,#909070
444,80,80,80,#505050
445,240,240,240,#f0f0f0
446,80,80,112,#705050
447,80,112,112,#707050
448,80,80,112,#705050
449,80,112,112,#707050
450,48,80,80,#505030
451,48,48,48,#303030
452,80,80,112,#705050
453,80,80,112,#705050
454,240,240,240,#f0f0f0
455,80,80,112,#705050
456,112,144,112,#709070
457,80,80,112,#705050
458,240,240,240,#f0f0f0
459,240,240,240,#f0f0f0
460,80,112,144,#907050
461,240,240,208,#d0f0f0
462,240,240,240,#f0f0f0
463,80,80,80,#505050
464,240,240,240,#f0f0f0
465,240,240,240,#f0f0f0
466,240,240,240,#f0f0f0
467,112,112,144,#907070
468,240,240,240,#f0f0f0
469,240,240,208,#d0f0f0
470,240,240,240,#f0f0f0
471,240,240,240,#f0f0f0
472,240,240,208,#d0f0f0
473,240,240,240,#f0f0f0
474,48,80,80,#505030
475,80,112,112,#707050
476,240,240,240,#f0f0f0
477,240,240,240,#f0f0f0
478,112,144,144,#909070
479,80,80,112,#705050
480,80,80,112,#705050
481,48,80,80,#505030
482,240,240,240,#f0f0f0
483,240,240,240,#f0f0f0
484,80,112,144,#907050
485,80,80,112,#705050
486,48,80,80,#505030
487,80,80,112,#705050
488,48,48,80,#503030
489,240,240,240,#f0f0f0
490,144,144,144,#909090
491,112,112,112,#707070
492,80,112,144,#907050
493,48,48,80,#503030
494,80,112,112,#707050
495,80,80,112,#705050
496,80,144,144,#909050
497,112,112,144,#907070
498,240,240,240,#f0f0f0
499,80,80,112,#705050
500,80,112,112,#707050
501,80,80,80,#505050
502,240,240,240,#f0f0f0
503,80,112,112,#707050
504,80,80,112,#705050
505,80,112,112,#707050
506,80,80,112,#705050
507,112,112,112,#707070
508,240,240,240,#f0f0f0
509,80,80,112,#705050
510,80,80,80,#505050
511,80,80,112,#705050
512,112,144,144,#909070
513,240,240,240,#f0f0f0
514,240,240,208,#d0f0f0
515,240,240,208,#d0f0f0
516,240,240,208,#d0f0f0
517,240,240,208,#d0f0f0
518,48,48,80,#503030
519,80,80,80,#505050
520,240,240,240,#f0f0f0
521,112,112,144,#907070
522,80,80,80,#505050
523,240,240,240,#f0f0f0
524,240,240,240,#f0f0f0
525,240,240,208,#d0f0f0
526,80,112,112,#707050
527,240,240,240,#f0f0f0
528,80,80,112,#705050
529,240,240,240,#f0f0f0
530,208,208,208,#d0d0d0
531,112,112,144,#907070
532,240,240,240,#f0f0f0
533,240,240,208,#d0f0f0
534,80,80,80,#505050
535,80,112,112,#707050
536,80,80,112,#705050
537,240,240,240,#f0f0f0
538,240,240,240,#f0f0f0
539,112,144,144,#909070
540,80,80,112,#705050
541,240,240,240,#f0f0f0
542,112,112,144,#907070
543,112,112,144,#907070
544,80,80,80,#505050
545,208,208,208,#d0d0d0
546,112,144,144,#909070
547,80,80,112,#705050
548,80,80,112,#705050
549,48,48,80,#503030
550,112,112,144,#907070
551,144,176,176,#b0b090
552,240,240,240,#f0f0f0
553,112,112,144,#907070
554,80,112,112,#707050
555,144,176,176,#b0b090
556,48,48,80,#503030
557,80,80,112,#705050
558,240,240,240,#f0f0f0
559,48,48,48,#303030
560,208,208,208,#d0d0d0
561,240,240,208,#d0f0f0
562,240,240,208,#d0f0f0
563,240,240,240,#f0f0f0
564,144,144,176,#b09090
565,240,240,240,#f0f0f0
566,80,80,80,#505050
567,144,144,176,#b09090
568,80,80,112,#705050
569,240,240,240,#f0f0f0
570,144,144,144,#909090
571,240,240,240,#f0f0f0
572,208,208,208,#d0d0d0
573,240,240,240,#f0f0f0
574,240,240,240,#f0f0f0
575,80,112,112,#707050
576,80,80,112,#705050
577,80,112,144,#907050
578,240,240,240,#f0f0f0
579,208,208,208,#d0d0d0
580,240,240,240,#f0f0f0
581,80,80,80,#505050
582,80,80,112,#705050
583,48,48,80,#503030
584,240,240,240,#f0f0f0
585,176,176,144,#90b0b0
586,112,144,144,#909070
587,48,48,48,#303030
588,112,144,144,#909070
589,80,80,80,#505050
590,112,112,144,#907070
591,80,80,112,#705050
592,48,80,80,#505030
593,144,144,144,#909090
594,80,80,80,#505050
595,112,112,112,#707070
596,144,144,176,#b09090
597,80,80,112,#705050
598,80,80,112,#705050
599,208,208,208,#d0d0d0
600,48,48,80,#503030
601,80,80,80,#505050
602,176,208,176,#b0d0b0
603,176,176,208,#d0b0b0
604,80,112,112,#707050
605,48,48,80,#503030
606,48,80,80,#505030
607,80,80,80,#505050
608,240,240,208,#d0f0f0
609,240,240,208,#d0f0f0
610,240,240,208,#d0f0f0
611,240,240,208,#d0f0f0
612,112,144,144,#909070
613,240,240,208,#d0f0f0
614,112,112,112,#707070
615,80,80,80,#505050
616,240,240,240,#f0f0f0
617,112,112,112,#707070
618,112,144,112,#709070
619,80,112,112,#707050
620,80,48,48,#303050
621,112,112,112,#707070
622,240,240,208,#d0f0f0
623,176,208,176,#b0d0b0
624,80,80,112,#705050
625,240,240,240,#f0f0f0
626,48,48,48,#303030
627,240,240,240,#f0f0f0
628,48,48,48,#303030
629,48,48,48,#303030
630,80,80,80,#505050
631,240,240,240,#f0f0f0
632,144,176,144,#90b090
633,80,80,112,#705050
634,112,144,144,#909070
635,80,80,112,#705050
636,112,144,144,#909070
637,80,80,80,#505050
638,48,48,80,#503030
639,80,80,112,#705050
640,240,240,240,#f0f0f0
641,112,144,144,#909070
642,80,80,80,#505050
643,80,80,112,#705050
644,80,80,80,#505050
645,144,144,144,#909090
646,176,176,144,#90b0b0
647,80,80,80,#505050
648,176,176,176,#b0b0b0
649,112,112,112,#707070
650,240,240,208,#d0f0f0
651,240,240,208,#d0f0f0
652,48,48,48,#303030
653,208,208,208,#d0d0d0
654,80,80,112,#705050
655,80,80,80,#505050
656,144,144,144,#909090
657,240,240,240,#f0f0f0
658,240,240,240,#f0f0f0
659,80,80,80,#505050
660,144,144,144,#909090
661,240,240,240,#f0f0f0
662,112,144,144,#909070
663,240,240,240,#f0f0f0
664,80,80,80,#505050
665,80,80,112,#705050
666,48,48,48,#303030
667,80,80,80,#505050
668,240,240,240,#f0f0f0
669,80,80,80,#505050
670,176,176,176,#b0b0b0
671,144,144,144,#909090
672,48,48,48,#303030
673,48,80,80,#505030
674,80,80,112,#705050
675,80,80,112,#705050
676,48,80,80,#505030
677,144,144,144,#909090
678,208,240,208,#d0f0d0
679,48,48,48,#303030
680,80,80,80,#505050
681,112,112,112,#707070
682,144,144,144,#909090
683,80,112,112,#707050
684,144,144,144,#909090
685,144,176,176,#b0b090
686,240,240,240,#f0f0f0
687,144,176,144,#90b090
688,112,112,112,#707070
689,240,240,240,#f0f0f0
690,48,48,48,#303030
691,48,80,80,#505030
692,240,240,208,#d0f0f0
693,48,48,48,#303030
694,240,240,208,#d0f0f0
695,80,80,80,#505050
696,112,112,112,#707070
697,48,48,80,#503030
698,80,80,112,#705050
699,80,80,80,#505050
700,80,80,80,#505050
701,208,208,208,#d0d0d0
702,48,48,80,#503030
703,48,48,48,#303030
704,48,48,80,#503030
705,112,144,144,#909070
706,240,240,240,#f0f0f0
707,80,112,112,#707050
708,208,208,208,#d0d0d0
709,80,80,80,#505050
710,80,80,80,#505050
711,112,176,144,#90b070
712,112,112,112,#707070
713,144,144,144,#909090
714,80,112,112,#707050
715,80,112,144,#907050
716,48,48,48,#303030
717,144,176,176,#b0b090
718,80,80,80,#505050
719,176,176,176,#b0b0b0
720,80,112,112,#707050
721,176,176,176,#b0b0b0
722,48,48,48,#303030
723,112,112,144,#907070
724,80,80,112,#705050
725,80,80,112,#705050
726,48,48,48,#303030
727,80,112,144,#907050
728,112,112,112,#707070
729,144,144,144,#909090
730,240,240,240,#f0f0f0
731,144,144,144,#909090
732,48,48,48,#303030
733,240,240,208,#d0f0f0
734,80,112,112,#707050
735,48,48,48,#303030
736,240,240,208,#d0f0f0
737,80,80,80,#505050
738,80,80,80,#505050
739,80,80,80,#505050
740,48,48,80,#503030
741,48,48,80,#503030
742,48,48,80,#503030
743,112,144,144,#909070
744,80,80,80,#505050
745,144,144,144,#909090
746,80,80,112,#705050
747,176,176,176,#b0b0b0
748,80,80,112,#705050
749,240,240,240,#f0f0f0
750,240,240,208,#d0f0f0
751,240,240,240,#f0f0f0
752,80,112,144,#907050
753,80,80,80,#505050
754,48,48,48,#303030
755,80,48,80,#503050
756,112,112,144,#907070
757,80,80,80,#505050
758,80,80,112,#705050
759,80,112,112,#707050
760,80,80,112,#705050
761,112,144,144,#909070
762,144,176,176,#b0b090
763,176,176,176,#b0b0b0
764,112,112,112,#707070
765,176,176,176,#b0b0b0
766,240,240,240,#f0f0f0
767,112,144,144,#909070
768,80,80,80,#505050
769,112,112,144,#907070
770,48,48,48,#303030
771,240,240,208,#d0f0f0
772,48,48,80,#503030
773,176,176,144,#90b0b0
774,144,144,176,#b09090
775,48,48,80,#503030
776,208,240,208,#d0f0d0
777,112,112,112,#707070
778,80,80,112,#705050
779,80,80,80,#505050
780,144,144,144,#909090
781,80,80,80,#505050
782,80,80,112,#705050
783,112,144,112,#709070
784,48,48,80,#503030
785,48,48,48,#303030
786,80,112,112,#707050
787,240,240,240,#f0f0f0
788,240,240,208,#d0f0f0
789,240,240,240,#f0f0f0
790,48,48,48,#303030
791,80,112,112,#707050
792,48,48,80,#503030
793,112,112,144,#907070
794,80,80,80,#505050
795,48,48,80,#503030
796,80,80,112,#705050
797,144,144,144,#909090
798,144,144,144,#909090
799,240,240,240,#f0f0f0
800,112,112,144,#907070
801,176,176,176,#b0b0b0
802,48,48,48,#303030
803,240,240,208,#d0f0f0
804,80,80,80,#505050
805,80,112,112,#707050
806,80,112,112,#707050
807,48,48,48,#303030
808,80,112,112,#707050
809,48,48,48,#303030
810,48,48,48,#303030
811,80,80,112,#705050
812,48,48,48,#303030
813,80,80,112,#705050
814,240,240,240,#f0f0f0
815,48,48,48,#303030
816,208,208,208,#d0d0d0
817,112,112,112,#707070
818,80,80,80,#505050
819,48,48,80,#503030
820,144,144,144,#909090
821,48,48,80,#503030
822,240,240,240,#f0f0f0
823,144,144,144,#909090
824,112,112,112,#707070
825,80,80,112,#705050
826,176,176,176,#b0b0b0
827,80,112,112,#707050
828,48,48,80,#503030
829,112,144,144,#909070
830,48,80,80,#505030
831,80,80,80,#505050
832,80,80,112,#705050
833,112,112,144,#907070
834,80,80,112,#705050
835,48,80,80,#505030
836,112,208,208,#d0d070
837,144,144,176,#b09090
838,80,80,80,#505050
839,144,144,144,#909090
840,240,240,240,#f0f0f0
841,80,112,112,#707050
842,80,112,112,#707050
843,80,80,112,#705050
844,80,80,112,#705050
845,48,48,80,#503030
846,208,208,176,#b0d0d0
847,176,208,176,#b0d0b0
848,112,112,144,#907070
849,80,80,80,#505050
850,240,240,240,#f0f0f0
851,208,208,208,#d0d0d0
852,112,112,144,#907070
853,112,112,144,#907070
854,80,80,80,#505050
855,112,144,144,#909070
856,80,144,112,#709050
857,80,80,80,#505050
858,208,208,208,#d0d0d0
859,48,80,80,#505030
860,144,144,144,#909090
861,240,240,240,#f0f0f0
862,240,240,240,#f0f0f0
863,80,80,112,#705050
864,48,80,80,#505030
865,80,80,112,#705050
866,240,240,208,#d0f0f0
867,240,240,240,#f0f0f0
868,112,144,144,#909070
869,112,144,144,#909070
870,80,112,112,#707050
871,80,80,112,#705050
872,176,176,176,#b0b0b0
873,48,80,80,#505030
874,80,112,112,#707050
875,80,80,80,#505050
876,48,48,48,#303030
877,48,48,48,#303030
878,144,144,176,#b09090
879,144,144,144,#909090
880,80,48,48,#303050
881,208,240,208,#d0f0d0
882,144,176,176,#b0b090
883,80,112,112,#707050
884,112,112,112,#707070
885,48,48,80,#503030
886,240,240,208,#d0f0f0
887,240,240,240,#f0f0f0
888,208,208,208,#d0d0d0
889,112,144,144,#909070
890,112,112,144,#907070
891,112,144,144,#909070
892,176,176,176,#b0b0b0
893,208,240,208,#d0f0d0
894,80,80,80,#505050
895,176,208,176,#b0d0b0
896,112,112,112,#707070
897,48,48,48,#303030
898,80,112,112,#707050
899,112,144,176,#b09070
900,80,48,48,#303050
901,144,144,144,#909090
902,112,112,112,#707070
903,80,80,112,#705050
904,80,80,80,#505050
905,112,144,176,#b09070
906,144,144,144,#909090
907,112,144,144,#909070
908,112,176,144,#90b070
909,80,80,80,#505050
910,144,176,176,#b0b090
911,240,240,240,#f0f0f0
912,80,112,112,#707050
913,112,112,144,#907070
914,80,80,80,#505050
915,144,144,176,#b09090
916,240,240,240,#f0f0f0
917,80,80,112,#705050
918,240,240,208,#d0f0f0
919,112,112,144,#907070
920,48,80,80,#505030
921,144,176,176,#b0b090
922,48,48,80,#503030
923,144,176,176,#b0b090
924,240,240,240,#f0f0f0
925,80,112,144,#907050
926,240,240,240,#f0f0f0
927,80,80,80,#505050
928,80,80,112,#705050
929,112,112,144,#907070
930,48,48,80,#503030
931,240,240,240,#f0f0f0
932,48,48,80,#503030
933,240,240,240,#f0f0f0
934,112,112,112,#707070
935,240,240,240,#f0f0f0
936,144,144,176,#b09090
937,112,144,144,#909070
938,80,80,80,#505050
939,144,144,176,#b09090
940,176,176,176,#b0b0b0
941,80,80,80,#505050
942,112,112,112,#707070
943,144,144,144,#909090
944,144,144,176,#b09090
945,80,80,80,#505050
946,144,144,176,#b09090
947,208,240,208,#d0f0d0
948,144,144,176,#b09090
949,48,48,80,#503030
950,48,48,48,#303030
951,144,176,176,#b0b090
952,48,80,80,#505030
953,112,144,176,#b09070
954,208,208,208,#d0d0d0
955,112,112,112,#707070
956,144,176,176,#b0b090
957,240,240,240,#f0f0f0
958,112,144,144,#909070
959,144,144,176,#b09090
960,48,48,48,#303030
961,144,176,144,#90b090
962,80,112,144,#907050
963,240,240,208,#d0f0f0
964,144,176,176,#b0b090
965,112,112,144,#907070
966,80,80,80,#505050
967,112,144,144,#909070
968,80,144,144,#909050
969,240,240,240,#f0f0f0
970,144,208,176,#b0d090
971,112,112,144,#907070
972,112,112,144,#907070
973,112,112,144,#907070
974,208,208,208,#d0d0d0
975,144,176,176,#b0b090
976,112,112,112,#707070
977,112,112,112,#707070
978,144,144,176,#b09090
979,240,240,240,#f0f0f0
980,240,240,240,#f0f0f0
981,80,112,112,#707050
982,144,144,176,#b09090
983,112,112,144,#907070
984,144,176,176,#b0b090
985,240,240,240,#f0f0f0
986,80,112,112,#707050
987,112,144,144,#909070
988,144,144,144,#909090
989,80,80,112,#705050
990,80,112,112,#707050
991,48,48,80,#503030
992,48,80,80,#505030
993,80,80,80,#505050
994,240,240,240,#f0f0f0
995,80,80,80,#505050
996,112,112,112,#707070
997,80,112,144,#907050
998,240,240,240,#f0f0f0
999,208,208,208,#d0d0d0
1000,112,176,176,#b0b070
1001,240,240,240,#f0f0f0
1002,80,80,112,#705050
1003,240,240,240,#f0f0f0
1004,144,176,176,#b0b090
1005,240,240,240,#f0f0f0
1006,144,176,176,#b0b090
1007,144,144,176,#b09090
1008,48,80,80,#505030
1009,112,112,144,#907070
1010,80,80,80,#505050
1011,112,144,112,#709070
1012,48,48,80,#503030
1013,208,240,208,#d0f0d0
1014,144,144,144,#909090
1015,144,144,144,#909090
1016,112,144,112,#709070
1017,80,80,112,#705050
1018,80,80,112,#705050
1019,144,176,176,#b0b090
1020,112,144,144,#909070
1021,240,240,208,#d0f0f0
1022,112,144,144,#909070
1023,144,176,176,#b0b090
1024,80,80,80,#505050
1025,112,208,208,#d0d070
1026,144,176,144,#90b090
1027,80,80,48,#305050
1028,80,112,112,#707050
1029,80,144,144,#909050
1030,80,80,80,#505050
1031,240,240,240,#f0f0f0
1032,112,144,144,#909070
1033,112,144,144,#909070
1034,112,176,176,#b0b070
1035,80,80,112,#705050
1036,80,80,112,#705050
1037,112,144,144,#909070
1038,80,112,112,#707050
1039,80,48,48,#303050
1040,112,144,144,#909070
1041,80,80,80,#505050
1042,80,112,112,#707050
1043,112,144,144,#909070
1044,144,144,176,#b09090
1045,144,144,144,#909090
1046,112,144,144,#909070
1047,112,144,144,#909070
1048,112,112,112,#707070
1049,48,80,80,#505030
1050,80,144,144,#909050
1051,80,80,112,#705050
1052,80,80,112,#705050
1053,144,144,144,#909090
1054,80,80,80,#505050
1055,208,208,208,#d0d0d0
1056,112,144,144,#909070
1057,112,112,112,#707070
1058,112,112,144,#907070
1059,80,80,80,#505050
1060,112,112,144,#907070
1061,48,80,80,#505030
1062,80,144,144,#909050
1063,144,144,144,#909090
1064,112,112,144,#907070
1065,112,112,112,#707070
1066,80,48,48,#303050
1067,112,144,144,#909070
1068,144,176,176,#b0b090
1069,48,48,48,#303030
1070,144,144,176,#b09090
1071,80,80,80,#505050
1072,80,80,80,#505050
1073,208,208,208,#d0d0d0
1074,80,112,112,#707050
1075,112,112,112,#707070
1076,48,80,80,#505030
1077,112,112,112,#707070
1078,240,240,240,#f0f0f0
1079,144,144,144,#909090
1080,80,80,112,#705050
1081,112,112,112,#707070
1082,208,240,208,#d0f0d0
1083,112,144,144,#909070
1084,80,112,112,#707050
1085,112,112,112,#707070
1086,80,80,80,#505050
1087,80,112,112,#707050
1088,144,176,176,#b0b090
1089,240,240,240,#f0f0f0
1090,208,240,208,#d0f0d0
1091,240,240,240,#f0f0f0
1092,80,80,80,#505050
1093,80,112,112,#707050
1094,80,80,80,#505050
1095,176,208,208,#d0d0b0
1096,112,144,112,#709070
1097,112,176,176,#b0b070
1098,176,176,176,#b0b0b0
1099,112,112,112,#707070
1100,112,176,144,#90b070
1101,112,176,176,#b0b070
1102,80,176,144,#90b050
1103,48,80,80,#505030
1104,112,144,144,#909070
1105,112,144,144,#909070
1106,48,48,48,#303030
1107,80,112,112,#707050
1108,80,80,80,#505050
1109,48,48,48,#303030
1110,80,144,144,#909050
1111,80,112,112,#707050
1112,144,144,144,#909090
1113,48,48,80,#503030
1114,80,112,112,#707050
1115,112,176,176,#b0b070
1116,80,112,112,#707050
